,API Name,API Url,API Cat,API Desc
890, TrakQR,https://www.programmableweb.com/api/trakqr, Tools," TrakQR is a service allowing users to create, manage, and track dynamic Quick Response Codes. Features include a dashboard for managing multiple campaigns and instant analytics. The TrakQR API..."
891, Alteryx,https://www.programmableweb.com/api/alteryx, Tools, Alteryx is a platform for business data processing. It is intended for enterprise to have a desktop-to-cloud solution for analyzing a variety of data sets. The desktop is a data management platform...
892, OneTok,https://www.programmableweb.com/api/onetok, Tools," [Editor's Note: The OneTok API is no longer available. This profile is maintained for historical and research purposes only.]
OneTok is a platform that allows developers to embed Voice Recognition..."
893, LeanKit Kanban,https://www.programmableweb.com/api/leankit-kanban, Project Management, LeanKit Kanban is an online tool that allows users to visualize their organizationâ€™s processes on virtual whiteboards. Users can collaborate in realtime to optimize their workflows and create...
894, Tello PassTools,https://www.programmableweb.com/api/tello-passtools, Tools," Tello PassTools is a service for creating passes and tickets for Apple's PassBook. Tello offers designs for event tickets, boarding passes, coupons, and giftcards.
The Tello PassTools API allows..."
895, PassKit,https://www.programmableweb.com/api/passkit, Tools," PassKit is a pass and ticket generator for Apple's PassBook. PassKit offers templates and designs for event tickets, coupons, giftcards, and boarding passes.
The PassKit API allows developers to..."
896, PassSource,https://www.programmableweb.com/api/passsource, Tools," PassSource is a service for creating passes and tickets for Apple's PassBook. PassSource offers templates for various ""passes,"" such as event tickets, boarding passes, giftcards, and coupons.
The..."
897, PassDock,https://www.programmableweb.com/api/passdock, Tools," PassDock is a service that allows users to create and generate ""passes"" and content for Apple's PassBook. PassDock offers various templates to create boarding passes, event tickets, coupons, and..."
898, Monitive,https://www.programmableweb.com/api/monitive, Tools," Monitive is an uptime monitoring service, where users sign up and input their website address, which we check every minute, from a random location around the world, and instantly notify them when..."
899, Ninja Blocks,https://www.programmableweb.com/api/ninja-blocks, Tools, Ninja Blocks provides a platform allowing developers to build web and mobile apps that interact with hardware. The Ninja Blocks API provides a RESTful interface for developers to interact with the...
900, Dispatch,https://www.programmableweb.com/api/dispatch, Tools," Dispatch is an event automation system using email and webhooks. Dispatch offers automation of creating contacts, sending SMS messages, making calls, and more. Using emails and webhooks containing..."
901, DeployGate,https://www.programmableweb.com/api/deploygate, Tools," DeployGate is a platform for users to deploy, analyze, and update applications in real-time wirelessly. DeployGate offers a dashboard that provides information about applications.
The DeployGate API..."
902, Fvicon,https://www.programmableweb.com/api/fvicon, Tools," Fvicon.com offers an API that allows users to retrieve favicons from website URLs. Some API methods include retrieving favicons from specified websites, editing the format of the favicons, filtering..."
903, Web Scrape Master,https://www.programmableweb.com/api/web-scrape-master, Tools, Web Scrape Master provides an API for retrieving data and content from websites on the internet. The API allows developers to access and integrate the functionality of Web Scrape Master with other...
904, Skolportalen,https://www.programmableweb.com/api/skolportalen, Education, Skolportalen (Education Portal) is a service run by the Local Authorities of JÃ¤mtland County. It provides a collection of software and services for the Association of any school system. These are IT...
905, ArGo Software Address Verifier,https://www.programmableweb.com/api/argo-software-address-verifier, Tools," The ArGo Software Address Verifier API verifies an address by returning either ""Valid"", ""Invalid"", or ""Unknown"". Users may choose to specify a timeout point which, if reached, will cause the service..."
906, Href.hu,https://www.programmableweb.com/api/hrefhu, Tools," Href.hu is a web service for shortening URLs. It can take a lengthy URL and reduce it to a short, easily-memorized form. Href.hu claims that the resulting URLs are reliable links, not prone to..."
907, Cloanto Currency Server,https://www.programmableweb.com/api/cloanto-currency-server, Financial," Cloanto's Currency Server is an exchange rate information and currency conversion service. Users can employ it to convert between currencies, to retrieve the currency for a given country, to discover..."
908, Swift-Kanban,https://www.programmableweb.com/api/swift-kanban, Project Management," Kanban is way for developer teams and organizations to visualize their work, identify and eliminate problems and achieve operational improvements in terms of throughput and quality. The Swift-Kanban..."
909, MetricFire,https://www.programmableweb.com/api/metricfire, Tools, MetricFire is an app-metrics tool. Developers can use it measure performance and usage metrics from their apps. Its features include different data modeling options and data transformation for...
910, 30Loops,https://www.programmableweb.com/api/30loops, Backend," 30Loops is an infrastructure development platform for web services. Its features support a simplification of web app deployment. It does this by providing tools for building from backend software,..."
911, InteliVideo,https://www.programmableweb.com/api/intelivideo, Video, InteliVideo is an instructional video platform. Producers of educational and instructional videos can use the platform to host their content. InteliVideo recommends its services to support...
912, IntrepidBio,https://www.programmableweb.com/api/intrepidbio, Science, IntrepidBio is an information-processing web service. They cater specifically to institutions researching biological sciences. The platform automates information processing for large amounts of...
913, LibStation Numbers in Words,https://www.programmableweb.com/api/libstation-numbers-words, Tools," [Editor's Note: The LibStation Numbers in Words API is no longer available. This profile is maintained for historical and research purposes only.]
Numbers In Words is a .NET library for adding..."
914, AidData USD-2009 Deflator,https://www.programmableweb.com/api/aiddata-usd-2009-deflator, Financial, AidData is an initiative that aims to make aid information more transparent and improve the quality of research on aid allocation and aid effectiveness. AidData offers a searchable database of aid...
915, Scup,https://www.programmableweb.com/api/scup, Social," Scup is a social media monitoring service. Scup offers a social media dashboard, along with social media planning, content, posting, analysis, and reporting.
The Scup API allows developers to access..."
916, Collins Indicate,https://www.programmableweb.com/api/collins-indicate, Tools," Collins Indicate is an online tool that lets customers use data to search for trends, analyze results, create visual graphics and share with colleagues. Statistical data can be imported, created,..."
917, Shared Workforce,https://www.programmableweb.com/api/shared-workforce, Tools," Shared Workforce operates on the idea that not all work should be automated, making on-demand human intelligence available to analyze and moderate content. Users can use the Shared Workforce API to..."
918, BrightContext,https://www.programmableweb.com/api/brightcontext, Tools," BrightContext provides an ultra-scalable, cloud-based platform that allows developers to:
1) Filter and perform calculations on streams of data in-flight, and
2) Power real-time data..."
919, LabJack CloudDot,https://www.programmableweb.com/api/labjack-clouddot, Tools, LabJack builds hardware and software to make measurement and automation simple and affordable. LabJack devices read the output of sensors measuring any type of external data and bring this data onto...
920, Promedas,https://www.programmableweb.com/api/promedas, Medical," [Editor's Note: The Promedas API is no longer available. This profile is maintained for historical and research purposes only.]
Promedas provides a clinical expertise system to medical..."
921, ProfessionL,https://www.programmableweb.com/api/professionl, Jobs," [Editor's Note: The ProfessionL API is no longer available. This profile is maintained for historical and research purposes only.]
ProfessionL is a recruitment management platform. It allows..."
922, Jibe Mobile,https://www.programmableweb.com/api/jibe-mobile, Backend," Jibe Mobile is an app-to-app connection service provider. They provide tools for creating connected mobile experiences in peer-to-peer app usage. This includes features for video calling and chat,..."
923, Pieceable,https://www.programmableweb.com/api/pieceable, Tools," Piecable Software is an app development platform. It allows developers, retailers, companies, and others desiring to create an app for their service tools to construct, test, and deploy their own...."
924, Scanbuy ScanLife,https://www.programmableweb.com/api/scanbuy-scanlife, Tools, Scanbuy is a global provider of mobile barcode solutions that make use of camera phones. The ScanLife solution consists of a multi-barcode reader application with millions of users who access product...
925, OpenLearning,https://www.programmableweb.com/api/openlearning, Education," OpenLearning is an educational platform for social learning. Users can sign up for any course they would like, for free. They can also sign up in groups and take courses socially. Educators can..."
926, AgeTak,https://www.programmableweb.com/api/agetak, Database," [Editor's Note: The AgeTak API is no longer available. This profile is maintained for historical and research purposes only.]
AgeTak, Inc. is a big data management solutions provider. They offer..."
927, Predictive Edge,https://www.programmableweb.com/api/predictive-edge, Tools, Predictive Edge is a big data management solution. It is a multi-purposed suite of information gathering and processing for retailers. Its real-time and predictive data modeling helps retailers...
928, WiFiSlam,https://www.programmableweb.com/api/wifislam, Mapping," [Editor's Note: The WiFiSlam API is no longer available. This profile is maintained for historical and research purposes only.]
WiFiSlam is an indoor positioning solution. It provides real-time..."
929, Jetlore,https://www.programmableweb.com/api/jetlore, Social, Jetlore is a data analytics tool provider. It allows app developers to track the information trail left by their users. Developers can integrate Jetlore into their apps and follow its dashboard for...
930, PDF24 Javascript PDF,https://www.programmableweb.com/api/pdf24-javascript-pdf, Office," PDF24.org provides a free online PDF document creation service. Developers can use the API to provide a PDF-making button for their end-users in blogs, forums, wiki systems, and other article-based..."
931, Locu,https://www.programmableweb.com/api/locu, Tools," Locu is a menu creation and management tool for restaurants. Locu allows users to create, manage, and edit their menus online for both print and digital menu formats. Menus are updated on the web..."
932, Campus Notes,https://www.programmableweb.com/api/campus-notes, Education," Campus Notes is a dedicated class note, assignment, and file manager in an online application accessible anywhere. The Campus Notes API allows developers to integrate all Campus Notes functionality,..."
933, Ecometrica Our Impacts,https://www.programmableweb.com/api/ecometrica-our-impacts, Tools, Ecometrica provides carbon and sustainability tools with the goal of making environmental accounting accessible to all organizations through web based services. The Ecometrica Our Impacts API allows...
934, Forte Group,https://www.programmableweb.com/api/forte-group, Management," The Forte Group provides solutions for IT management. Their services include software development and hiring help. For software development, they provide custom product for enterprise, mobile, and..."
935, KnowledgeShift,https://www.programmableweb.com/api/knowledgeshift, Media," KnowledgeShift is a workflow management solutions provider. They offer mobile learning technologies, workflow automation, marketing solutions, and more. They also provide workshops for training..."
936, Gigabark,https://www.programmableweb.com/api/gigabark, Tools," Gigabark provides web-based voice and text broadcasting solutions with a focus on telephone and text broadcasts, surveys, and polls. The Gigabark API allows customers to link applications directly to..."
937, Nimbix JARVICE,https://www.programmableweb.com/api/nimbix-jarvice, Tools," Nimbix is a cloud-based supercomputing platform. It is aimed at meeting big data processing needs for diverse industries such as bioinformatics, finance, weather and climate, physics, and more...."
938, FillAnyPDF,https://www.programmableweb.com/api/fillanypdf, Tools," FillAnyPDF is a form-filling service. It helps users take information from disparate sources and collocate them into a single PDF document. Text from Microsoft Word, for example, can be simply..."
939, AppNowGo!,https://www.programmableweb.com/api/appnowgo, Tools, AppNowGo! is an app development platform. It helps businesses and developers create web apps easily. Its features include wizards to assist users in transferring data from spreadsheets to...
940, Totango,https://www.programmableweb.com/api/totango, Tools, Totango is a customer engagement platform. Their services allow app developers and businesses to measure and improve user engagement. This helps developers and business accelerate user retention and...
941, OpTier,https://www.programmableweb.com/api/optier, Tools," [Editor's Note: The OpTier API is no longer available. This profile is maintained for historical and research purposes only.]
OpTier is a big data solutions provider. Their services help..."
942, Proofread Bot,https://www.programmableweb.com/api/proofread-bot, Tools," Proofread Bot is a free online proofreading tool that checks the grammar, style, and spelling of a website or other web content.
The Proofread Bot API allows developers to access and integrate the..."
943, WebSequenceDiagrams,https://www.programmableweb.com/api/websequencediagrams, Tools, WebSequenceDiagrams is a subscription-based sequence diagram creation service. The completed diagrams can be downloaded as PDF or SVG files and intelligently split across pages for easy printing....
944, The Giving Lab,https://www.programmableweb.com/api/giving-lab, Tools," The Giving Lab is a network where charity and tech projects intersect. Their goal is to help charitable enterprise develop their means and missions through tech. To that end, they provide tools for..."
945, Officeshots,https://www.programmableweb.com/api/officeshots, Office, Officeshots is an online service where professionals can compare the outputs of different office suites for their own documents. A document may look nice on screen while being manipulated in its...
946, Kanbanery,https://www.programmableweb.com/api/kanbanery, Project Management," The Kanbanery platform is designed to help developers manage their resources such as project tasks, task comments, subtasks, issues and more. However, the main focus of Kanbanery is task and project..."
947, RedHat OpenShift,https://www.programmableweb.com/api/redhat-openshift, Project Management," The Red Hat OpenShift API gives developers a platform in the cloud to build, test, deploy, and run applications. The API receives RESTful calls and send callbacks in JSON and XML. Calls require basic..."
948, Online-Convert.com,https://www.programmableweb.com/api/online-convertcom, Tools," Online-Convert is a document conversion tool. Based online, users can upload documents for conversion from one format to another. Once converted, the files can be downloaded within 24 hours or up to..."
949, FilesFrom,https://www.programmableweb.com/api/filesfrom, File Sharing, FilesFrom is an email attachment service. Users can upload files to the website and email them to specified recipients. This service is offered in place of uploading attachments to emails. FilesFrom...
950, Fisheye Analytics,https://www.programmableweb.com/api/fisheye-analytics, Social," Fisheye Analytics is a media analytics service. They monitor brandsâ€™ Internet presence across new, social, and traditional media. Fisheye is also able to distinguish between influential social..."
951, ftw.gd,https://www.programmableweb.com/api/ftwgd, Tools," ftw.gd is a URL shortening service. Users can input a lengthy, unwieldy URL and ftw.gd will compress it to a manageable link. It also provides statistics on how many people have used the site. The..."
952, Paymentwall,https://www.programmableweb.com/api/paymentwall, Tools," Paymentwall provides a solution for globally monetizing digital goods and services, assisting game publishers, dating sites, rewards sites, and many others in monetizing their digital content. The..."
953, Friendpaste,https://www.programmableweb.com/api/friendpaste, Social," Friendpaste is a fast service that enables users to copy and paste a code snippet, recipe, or anything else and give the link to their friends. This allows information to be easily and quickly shared..."
954, Dirigible,https://www.programmableweb.com/api/dirigible, Office," Dirigible is a programmable, cloud-based spreadsheet. As well as traditional spreadsheet formulae, users can put Python code in each cell. Thus, a cell can hold objects, lists, or even references to..."
955, BioWeb.me,https://www.programmableweb.com/api/biowebme, Tools, The service provides persistent URLs for science applications to maintain access to them as their hosting environments change over time. Based on a finding that URLs change for almost half of all...
956, Geobytes Ajax Autocomplete Cities List,https://www.programmableweb.com/api/geobytes-ajax-autocomplete-cities-list, Tools," The Geobytes Ajax Autocomplete Cities List API enables developers to add an autocompleting list of cities to a website without generating any cross-site scripting errors, and without the need for any..."
957, Performant Juxta,https://www.programmableweb.com/api/performant-juxta, Tools, Juxta is an open-source tool that lets scholars and researchers examine the history of a text from manuscript to print versions. Users can compare and collate multiple witnesses to a single textual...
958, Akvo,https://www.programmableweb.com/api/akvo, Project Management," Akvo creates open source software and builds partner networks to change the way development aid is allocated and reported, allowing funders to see where their money goes. Akvo Real Simple Reporting..."
959, RentPost,https://www.programmableweb.com/api/rentpost, Real Estate," RentPost is a rental property management platform. It serves landlords, building managers, and tenants. For landlords and building managers, RentPost provices a dashboard with rent collection, work..."
960, Ratchet,https://www.programmableweb.com/api/ratchet, Tools," Ratchet accepts Items (errors, warnings, etc.) via a RESTful JSON API. Developers can use the API to collect and analyze their applications errors and deploys. Ratchet understands ""log levels"" from..."
961, Open Notify,https://www.programmableweb.com/api/open-notify, Tools, Open Notify is an open source project to bring digital notifications into the physical world. The software is used to monitor real world events and use them as a means of turning an LED light on and...
962, Review Trackers,https://www.programmableweb.com/api/review-trackers, Tools, Review Trackers is a Software-as-a-Service business-to-business Web application that tracks and collects online customer reviews from all the major review sites.
963, Unata,https://www.programmableweb.com/api/unata, eCommerce, Unata is a target marketing service. It offers businesses deep and extensive capabilities to monitor and target their online shoppersâ€™ behavior. The shopping experience monitoring and marketing...
964, Crossrider,https://www.programmableweb.com/api/crossrider, Cloud," Crossrider is a multiplatform, cloud based extension development tool for the creation of interoperable extensions in a variety of online environments. Utilizing jquery, users are able to create..."
965, CADEC,https://www.programmableweb.com/api/cadec, Tools," Computer Aided Design Environment for Composites (CADEC) is an online application that performs composite materials analysis. Users can store and manipulate data about fibers, matrices, laminas,..."
966, VoiceCloud,https://www.programmableweb.com/api/voicecloud, Tools, VoiceCloud is a leading cloud based voice services provider. The VoiceCloud technology converts user voicemails to text and delivers them via email and/or text message. The VoiceCloud API exposes the...
967, Human.io,https://www.programmableweb.com/api/humanio, Tools," Human.io lets developers create micro-apps for mobile devices, specifically Android and iOS mobile devices. The micro-apps run on the Human.io mobile app. Human.io also offers an API for both Python..."
968, Savvr,https://www.programmableweb.com/api/savvr, Tools, Savvr is a data analysis service for local businesses. They aggregate information from over 250 daily deal websites and analyze the data for business opportunities. Businesses can employ Savvr to...
969, Nutshell,https://www.programmableweb.com/api/nutshell, Enterprise, Nutshell is a customer relations management platform. It provides a simple dashboard for carrying out various lead generation and sales tracking procedures. The dashboard includes features for leads...
970, LucidChart,https://www.programmableweb.com/api/lucidchart, Tools," LucidChart is diagram- and chart-making platform. Users can create wireframes, charts, UML, more, and share them easily through an array of integration options. The interface allows users to drag and..."
971, Accuity IBAN Connect,https://www.programmableweb.com/api/accuity-iban-connect, Financial," IBAN Complete offers a single solution for IBAN (International Bank Account Number) conversion, validation, and routing BIC (Bank Identifier Code) identification. The IBAN is an international..."
972, iGeolise TravelTime Platform,https://www.programmableweb.com/api/igeolise-traveltime-platform, Location, The TravelTime platform API provides location-based data that is searchable by travel time rather than distance. It maps travel time areas for common modes of transport that may include; drive time...
973, EventSockets,https://www.programmableweb.com/api/eventsockets, Tools," EventSockets is a cloud based push service that lets developers use HTML5 WebSockets to create real-time apps for both web and mobile. Users are given the option of public, private and presence..."
974, OCLC Crosswalk,https://www.programmableweb.com/api/oclc-crosswalk, Tools," The OCLC is a nonprofit computer library service and research organization which maintains WorldCat, a global network of library content. The Crosswalk Web Service is used to translate groups of..."
975, FoundationDB,https://www.programmableweb.com/api/foundationdb, Database, FoundationDB is a NoSQL database. It is uniquely scalable and provides multiple important and customizable features not common to NoSQL databases. It allows ACID transactions and has high fault...
976, Service Objects DOTS GeoCash,https://www.programmableweb.com/api/service-objects-dots-geocash, Tools," The ServiceObjects DOTS GeoCash API provides users with a collection of SOAP-based calls for locating ATMs. These calls can return ATM locations for a given five-digit ZIP code, for a street name..."
977, Authy,https://www.programmableweb.com/api/authy, Security," Authy is an authentication service for websites and applications. Authy uses a two-factor authentication process for secure websites and applications.
The Authy API allows developers to access and..."
978, BioID Web Services,https://www.programmableweb.com/api/bioid-web-services, Biometrics," BioID Web Services (BWS) is a webcam based biometrics service for cloud, web, and mobile application developers. The service enables applications such as
- Biometric authentication (face and voice..."
979, Bugsense,https://www.programmableweb.com/api/bugsense, Tools," BugSense is a real-time bug tracking service that collects and analyzes crash reports from mobile apps. Reports provide info on wifi status, SDK version, device, carrier, and more. The API allows..."
980, RestFul Web Services GeoIP,https://www.programmableweb.com/api/restful-web-services-geoip, Mapping, An Internet Protocol (IP) address is the numerical label assigned to devices using the Internet Protocol for communication. It serves two principal functions: identification of host or network...
981, Uptime Robot,https://www.programmableweb.com/api/uptime-robot, Tools," Uptime Robot allows you to monitor the statuses of up to 50 websites with alerts available by SMS, Twitter, RSS and push notifications (mobile). With an AJAX interface and user friendly and intuitive..."
982, Epistly,https://www.programmableweb.com/api/epistly, Tools, The epistly API allows you to create hand-written letters or cards with a more personal touch than communicating by email. Each letter's contents is carefully scribed on high quality cards or...
983, Montastic,https://www.programmableweb.com/api/montastic, Tools," Montastic is an online site and server monitoring service. When your services go down or become unreachable for some reason, Montastic will alert you through an email when the services are down and..."
984, BugSnag,https://www.programmableweb.com/api/bugsnag, Tools," Bugsnag captures exceptions from web, mobile, and desktop applications in real-time, so they can be understood and resolved as quickly as possible. It provides a pair of RESTful APIs that enable..."
985, Classmarker,https://www.programmableweb.com/api/classmarker, Education," Classmarker's API provides real-time test results from the Classmarker.com account to the customer's internal systems, without revealing username and passwords. Classmarker provides secure online..."
986, Singly,https://www.programmableweb.com/api/singly, Social, Singly is a data management service. They provide APIs for developers building apps that require personal and social data. The API exposes data aggregation functionality for retrieving usersâ€™...
987, Money Toolkit,https://www.programmableweb.com/api/money-toolkit, Financial, Money Toolkit is a finance management app based targeting to UK audiences. It allows users to order their personal finance on Android and Apple mobile devices. Users can set categories for types of...
988, Archivme,https://www.programmableweb.com/api/archivme, Financial," Archivme is a finances solutions provider. Its features allow users to manage their personal finances with a single app. Users can scan or import all of their receipts, bills, invoice, and more, into..."
989, IssueTrak,https://www.programmableweb.com/api/issuetrak, Tools," IssueTrak is a software solution for issue tracking, customer support, and help desk services. IssueTrakâ€™s service are accessible online and on mobile devices. Its features include workflow..."
990, YouTrack,https://www.programmableweb.com/api/youtrack, Tools," YouTrack is a bug and issue tracking solution from JetBrains. It provides a simple, interactive project management dashboard that allows users to see and search posts. Users can search the board with..."
991, RestFul Web Services Email Validation,https://www.programmableweb.com/api/restful-web-services-email-validation, Tools, The RestFul Web Services Email Validation API determines whether a given e-mail address may be valid and provides the user with relevant details. Users may access the service using REST or SOAP calls...
992, Auphonic,https://www.programmableweb.com/api/auphonic, Tools, Auphonic is a service that develops algorithms for music information retrieval and audio signal processing. These algorithms are used to create automatic audio post production web services for...
993, Angel Eyes,https://www.programmableweb.com/api/angel-eyes, Photos," Based in China, Angel Eyes provides cloud-based, image and video recognition and analysis services. Through their services, users can precisely detect image types from a large collection of files as..."
994, W3C Markup Validator,https://www.programmableweb.com/api/w3c-markup-validator, Validation, The World Wide Web Consortium (W3C) is an international community that works to develop Web standards. The Markup Validation service is offered by the W3C to check the markup validity of Web...
995, EuropeanNIC,https://www.programmableweb.com/api/europeannic, Hosting, EuropeanNIC offers domains and registrar Services for internet providers and domain wholesaler companies. Domain registrations can be processed through an API and can use a customized interface to...
996, Ebiwrite,https://www.programmableweb.com/api/ebiwrite, Tools," Ebiwrite is a web-based tool that allows users to work on their translations from any computer or mobile device with internet access. Translations can be organized with tags, and multiple older..."
997, Compassion International,https://www.programmableweb.com/api/compassion-international, Tools," Compassion International is a Christian child advocacy organization providing support to children in 26 countries, with the goal of releasing them from spiritual, social, economic and physical..."
998, IP-API.com Geolocation,https://www.programmableweb.com/api/ip-apicom-geolocation, Tools, IP-API.com is a website that allows users to lookup the location of an IP address. The site provides free usage of its geolocation API and supports IPv4/IPv6 queries. The API allows users to supply...
999, RewardMe,https://www.programmableweb.com/api/rewardme, Tools, RewardMe is a customer loyalty solutions provider. Their services begin with point-of-sale customer data capturing software on a simple dashboard. Businesses can use this same data and dashboard to...
1000, LogicMonitor,https://www.programmableweb.com/api/logicmonitor, Tools," The LogicMonitor API is available in a 14-day trial after developers create an account.
LogicMonitor is a monitoring service for all manner of web-based tools and products. Its dashboard can..."
1001, WalkMe,https://www.programmableweb.com/api/walkme, Tools," WalkMe is a platform that allows website owners and application developers and designers create custom step-by-step instructions for various procedures on their website or application, such as..."
1002, LambdaLabs Face,https://www.programmableweb.com/api/lambdalabs-face, Photos," LambdaLabs has created a new application that is a Face.com alternative. LambdaLabs Face is a photo recognition application.
The LambdaLabs Face API allows developers to integrate the Face..."
1003, StrikeIron ZIP and Postal Code Info,https://www.programmableweb.com/api/strikeiron-zip-and-postal-code-info, Tools," Get accurate, real-time results on ZIP..."
1004, FoxTranscribe,https://www.programmableweb.com/api/foxtranscribe, Tools," FoxTranscribe provides human transcription services for video and audio content.
The FoxTranscribe API allows other applications to integrate with our service to provide transcription capabilities..."
1005, Business Alerts,https://www.programmableweb.com/api/business-alerts, Messaging," Business Alertsâ€™ Desktop Alert product sends instant alerts to desktops, inboxes, and mobile phones. Features include encryption, customized messages, and Twitter and Facebook notifications. The..."
1006, Brightidea,https://www.programmableweb.com/api/brightidea, Enterprise, Brightidea is a cloud-based enterprise management software company whose platform allows Global 2000 businesses to monitor the the process of innovation in a social manner from concept to...
1007, DeskAlerts,https://www.programmableweb.com/api/deskalerts, Messaging," DeskAlerts is a completely web-based alert notification system. A user specifies recipients, who subsequently receive an alert via a popup window. The DeskAlerts API gives developers the necessary..."
1008, Broken Storm Short URL,https://www.programmableweb.com/api/broken-storm-short-url, Tools, Brkn.be provides a Url shortening service on its regular web page. This feature is also available as a simple REST API that responds to GET or POST requests to shorten the submitted URL. The...
1009, Pic Resize,https://www.programmableweb.com/api/pic-resize, Tools," Pic Resize is a web-based image editing service. Users add pictures for editing by uploading, linking, or pasting them into the homepage. They may then use Pic Resizeâ€™s editing tools to crop,..."
1010, Marky Markdownifier,https://www.programmableweb.com/api/marky-markdownifier, Tools," Markdown is a plain text formatting syntax. A Markdownifier is a tool that converts html to Markdown, using an algorithm to determine what part of the page is of interest, resulting in a plain text..."
1011, Humanoid,https://www.programmableweb.com/api/humanoid, Tools," Humanoid is a data labor service. Companies can hire Humanoid to perform micro-tasks that involve data gathering and assessment. Their services include data verification, non-text data transcription..."
1012, Unitag,https://www.programmableweb.com/api/unitag, QR Codes," Unitag is a free QR code generator. Through use of the generator tool, users can customize their QR codes with their choice of color, size, quietzone, redundancy and more. The API allows users to..."
1013, BTCtoX,https://www.programmableweb.com/api/btctox, Financial," Bitcoin is an experimental new digital currency that enables instant payments to anyone anywhere in the world, using peer-to-peer technology to operate with no central authority. BTCtoX calculates..."
1014, Message Radius,https://www.programmableweb.com/api/message-radius, Tools," Message Radius is proximity-based actions service. It uses wifi signals to locate mobile devices, not geolocation. The wifi signals are used as triggers to set off actionable scripts, such as..."
1015, DoppelMe,https://www.programmableweb.com/api/doppelme, Tools," DoppelMe is creative platform for generating personalized avatars. With a variety of character design options at their disposal, users can create avatars in the likeness of themselves, friends,..."
1016, LessAnnoyingCRM,https://www.programmableweb.com/api/lessannoyingcrm, Tools, LessannoyingCRM is designed to be a simpler way for small business to manage their customer relationships. The LessAnnoyingCRM API supports data creation to LessAnnoyingCRM.com through third-part...
1017, TweetReach,https://www.programmableweb.com/api/tweetreach, Tools," The TweetReach API allows users to access the trackers associated with an account, the tracker metrics, and get a list of contributors involved with a tracker. The TweetReach service itself enables..."
1018, ProjectPlace,https://www.programmableweb.com/api/projectplace, Project Management, The ProjectPlace API allows access to some of the functionality of the ProjectPlace project management service through a REST API. The service uses the OAuth 1.0a authorization and application...
1019, TextMaster,https://www.programmableweb.com/api/textmaster, Tools," Textmaster is a service offering professional grade translation, copywriting and proofreading to clients, agencies, SMEs or large corporations. It supports a community of over 22,000 registered..."
1020, RAMP Content,https://www.programmableweb.com/api/ramp-content, Tools, The RAMP API allows users of the ramp service to access processed data content and metadata. RAMP is a cloud-based content optimization company that aims to ensure maximum discovery of user content....
1021, eFax,https://www.programmableweb.com/api/efax, Fax, eFax is an internet fax solution that offers users a large selection of local and toll-free fax numbers in over 49 countries on six continents. The eFax API allows businesses to integrate faxing...
1022, Flintbox,https://www.programmableweb.com/api/flintbox, Project Management," The Flintbox API enables users of the flintbox.com collaborative research community to import projects to an online workspaces. The API also allows for updating project status, adding additional text..."
1023, PingBrigade,https://www.programmableweb.com/api/pingbrigade, Tools, The PingBrigade API is designed to allow users to run the same functions from their own systems and code as they can from the PingBrigade website. The PingBrigade API enables users to test if the...
1024, Codeanywhere,https://www.programmableweb.com/api/codeanywhere, Tools," Codeanywhere is a browser-based code editor with an integrated FTP client. All popular web formats are supported, including HTML, PHP, JavaScript, CSS, and XML. Users can log on to Codeanywhere with..."
1025, Kensei Media,https://www.programmableweb.com/api/kensei-media, Media, Kensei Media is a video hosting service. Clients upload and arrange their videos in the Kensei video dashboard. From there they may redistribute any videos to websites or mobile devices. Kensei...
1026, Study Island Dictionary,https://www.programmableweb.com/api/study-island-dictionary, Education," Study Island is an online service for educational enhancement. It provides tools for every grade level, and it readily conforms to state standards for education. One tool that Study Island provides..."
1027, Sunglass,https://www.programmableweb.com/api/sunglass, Tools," Sunglass is a cloud-based CAD and 3D design tool. Sunglass offers users tools for collaboration with other users for designing and building 3D objects.
The Sunglass API allows developers to access..."
1028, Transfluent,https://www.programmableweb.com/api/transfluent, Tools," Transfluent provides language translation solutions. It is designed for businesses and other organizations to communicate with a multilingual audience. Transfluent employs native, professional..."
1029, BitDeli,https://www.programmableweb.com/api/bitdeli, Tools, BitDeli provides data processing solutions. Developers can employ BitDeli to automate and process their datafeeds. The data intake can be customized and analyzed in real time. The BitDeli dashboard...
1030, Avatars.io,https://www.programmableweb.com/api/avatarsio, Tools, Avatars.io is an avatar hosting service. It is designed for integration with mobile apps and websites. Developers can use the Avatars.io to host the avatars their users assign themselves. After they...
1031, Cloudant,https://www.programmableweb.com/api/cloudant, Tools, Cloudant is a data solutions provider. Businesses and research institutions can use their data layer to develop their data management operations. It is a scalable platform that supports data-...
1032, Clever Data,https://www.programmableweb.com/api/clever-data, Education," The Clever Data API exposes Clever's information retrieval functionality. It is a RESTful API that returns JSON-encoded data.
Clever is an education-oriented data organization tool. Intended for..."
1033, PlagScan,https://www.programmableweb.com/api/plagscan, Tools," PlagScan is a plagiarism detection service for schools, universities, and businesses. Users begin by uploading text documents to their scanning service. PlagScan will check the content against an..."
1034, Cocoa,https://www.programmableweb.com/api/cocoa, Science," Cocoa is a dense annotator for biological text. It annotates macromolecules, chemicals, protein/DNA parts, organisms, processes, anatomical parts, locations, physiological terms, parameters, values,..."
1035, VirusTotal Public,https://www.programmableweb.com/api/virustotal-public, Tools, The VirusTotal Public REST API exposes the information generated by its scanners to developers for integration and third-party access. The API is REST-based and returns JSON-formatted data. Some...
